task_id,Question,Level,Answer Type,Final answer,file_name,Answer Explanation
376,"Please fill in the blankThis is a map that shows the distribution of pearl ponds, coastal stockades, military camps, etc. Pearl ponds are ponds in the sea, and coastal stockades are distributed along the coast. Please answer: There are (   ) pearl ponds and (   ) coastal stockades in the picture.",3,exactMatch,5;11,376.png,"从右往左看，图中共有5个珠池，11个海寨。
Looking from right to left, there are a total of 5 pearl ponds and 11 coastal stockades in the picture.
珠池：平江池、岛坭池、杨梅池、青婴池、断望池；
海寨：英罗寨、坎马寨、北望寨、川江寨、陇村寨、调埠寨、珠场寨、白沙寨、武刀寨、龙潭寨、古里寨"
76,黄永年『古籍版本学』第138〜140ページにおける明末刻本の紹介、および明万暦から明末にかけての刻本に関する参考図1・2（076_1、076_2、076_3 に該当）を基に、次のどの刻本が最も万暦から崇禎の朝に刻まれた可能性が高いと推測されますか？A・B・C・D・E,3,multipleChoice,Ｃ/076_C ,076_2.png;076_3.png;076_A.png;076_B.png;076_C.png;076_D.png;076_E.png,Refer to 076_1.pdf. 黄永年の紹介に基づくと、明万暦および天啓、崇禎本の字体や版式には顕著な特徴があります。文字の面では、方体字や長方体字が現れ、版式では書名が魚尾より上に配置され、魚尾下には巻次のみが記載されています。版心は一般的に白口で、このような版式は宋元から明前期にはほとんど見られません。したがって、Cは典型的な明万暦刻本であり、A、B、D、Eはこれらの特徴を持っていません。
167,Who was he?,1,exactMatch,Xie Fengqi,167.jpeg,His identity can be identified by pictures and portraits
294,"In which year, according to the original text, was the Buddhist stele's votive inscription dedicated? [Answer using traditional Chinese]",2,exactMatch,天監三年,294_1.docx;294_2.png;294_3.png,天監三年甲申/三月三日，比丘釋/法海奉為亡母/亡姊造无量壽/石像，願亡者乘/此福，去離危苦，/上昇天堂，与諸/賢聖而為眷屬，/廣及一切眾生，/等成无上正覺。
178,What military conflict was this armored train engaged in when this photo was taken?,1,exactMatch,The January 28th Incident,178.jpg,"This photograph, dated 2nd February 1932, was taken for the French news agency 'Trampus'. The caption on the back of the print states that this is a Chinese military armoured camouflaged train sent to Shanghai to aid the relief of retreating Chinese soldiers, during the ‘Shanghai Incident’. The skirmish, usually referred to as the ‘January 28 Incident’ or ‘Shanghai Incident’ lasted from 28 January to 3 March 1932, in and around Shanghai."
210,How many Jews were in Prosteˇjov in 1900?,1,exactMatch,987,,"In Prossnitz/Prosteˇjov, for example, a clothing-manufacturing city in central Moravia that in 1900 contained 24,054 people, of whom 987 (4.1 percent) were Jews, the Israelitische Kultusgemeinde
(Jewish religious community) ran synagogues, hired rabbis,and provided kosher meat to all Jews in the city and to Jews in the juridically separate political Jewish community. "
265,"According to the content of the text, please determine which Chinese book the passage is from?(Answers in Chinese characters)",2,exactMatch,史记,265.png,Rationale：史记130卷，（西汉）司马迁撰（刘宋）裴骃集解（唐）司马珍索隐（唐）张守节正义，清乾隆四年武英殿校刻本，p.5.治亂安危之故忠賢奸佞之實是非得失具可考見居今而知古鑒徃以察来揚子雲曰多聞則守之以約多見則守
160,"According to archives of German reports in June 1937, how many registered communist party members were there in Villeurbanne, Lyon?",1,exactMatch,800,,"The original text is: in der Arbeitervorstadt Villeurbanne, einen selbständigen Verwaltungsbezirk von 80.000 Einwohnern und sogenannten Hochburg des Komunismus, beträgt die Zahl der eingeschriebenen Parteimitglieder 800…"
194,"According to consumption of Jiang Village in Fang Xiaoping’s book  Barefoot Doctors and Western Medicine in China,
What was the usage proportion of Western medicine in Cooperative Medical Service in 1971?",1,exactMatch,51.7%.,,The table on page 112 of the book shows that the proportion of Western medicine is 51.7%.
182,What city is the background of this portrait?,1,exactMatch,The city of Frankfurt am Main,182.jpg,"This copper engraving depicts the king at the zenith of his career. The engraving is by Lucas Kilian, a Dutch- and Italian-trained artist who lived most of his life in Augsburg. In the background can be seen the city of Frankfurt am Main, which initially resisted conquest by the king. True to its genre, the purpose of this regal equestrian portrait was to strengthen the public image of the king not as a national icon, but rather as a hegemonic European power broker."
62,Какое отделение Крымско-Кавказского горного клуба закрыто 1910 года? ,2,exactMatch,Бессарабское Отделение,,"Юбилейный Сборник Крымско-Кавказского Горного Клуба, С. 41: ""Бессарабское Отделение. Открыто в г. Кишиневе 21 апреля 1903 г. Закрыто 21 марта 1910 года."""
6,Please finish this blank with a number.The total value of worldwide mergers and acquisitions peaked at $______ billion in 2000.,1,exactMatch,1143.8,,006_Answer_Explanation.png
25,"Please finish the blank with a number.According to""Spain at War: Society, Culture and Mobilization, 1936-44"", in the autumn of 1936, the number of volunteer soldiers in the governmental zone in spain was not higher than _______(as examined in Chapter 2), whereas in the rebel zone there were no more than 100,000.",1,exactMatch,120000,,"In the autumn of 1936, the number of volunteer soldiers in the governmental zone was not higher than 120,000 (as examined in Chapter 2), whereas in the rebel zone there were no more than 100,000
"
196,Which county's county chronicle is this?,1,exactMatch,Tongxiang,196.png,"The ninth column reads, ""The west is called Wuzhen and the east is called Qingzhen,"" which is within the jurisdiction of Tongxiang."
8,"Please finish this blank with a number.The decline had been more rapid in the United States, where the difference between white and black life expectancy was now 6.3 years, than in Brazil, where it was_____.",1,exactMatch,6.7,,"However, the decline had been more rapid in the United States, where the difference between white and black life expectancy was now 6.3 years, than in Brazil, where it was 6.7."
367,What does the letter 'T' signify in this comic.(Refer to image 5) A. Truth  B.Tail C.Town D.tea,2,multipleChoice,D,367.jpg,"The character in the comic is a Chinese tea house waiter, and the ""T"" on the traditional Chinese shop sign (""huangzi""招牌) behind him represents the word ""tea"" (茶) from ""tea house""."
186,This is a picture of a middle school sporting event. What is the name of this school now?,1,exactMatch,Tianjin 30th Middle School,186.jpg,"There are worded notes:rack meet of Chiu Chen School, October 10, 1927.The Chiu Chen School was a church school founded by the American Congregational Christian Church in Tianjin, with the Yangshan Elementary School and the Girls' School attached to it. The school was later moved with its headquarters from Xigu to Gangwei Road in Hebei, with Chinese and foreign teachers teaching together. The school building consisted of seven small two-story buildings, with brick structures, wooden floors, and large roofs. The main gate of the school was opened on Kunwei Road, which was later changed to Dongsanjing Road, while the school gate on Gunwei Road was used exclusively by the elementary school and the girls' school. “The school was closed after the July 7th Incident and was taken over by the Japanese regime when the Pacific War broke out. Later, the school was taken over by the Kuomintang regime, which restored the name of the school and resumed classes. The school was co-educational, and the principal was Li Ching-hsien. After the liberation of Tianjin, the name of the school was changed to the 30th Middle School."
